No.,Name,Gcorr[au],Hcorr[au],Ucorr[au],ZPE[au],TS[au],SPE[au]
264,PreTS_HUCFUZSHZJOAFJ-UHFFFAOYSA-N,None,None,None,None,None,-693.910285322265
265,PreSm_YKKLLVSGGUWYGJ-UHFFFAOYSA-N,None,None,None,None,None,-808.106123326488
266,NVJUHMXYKCUMQA-UHFFFAOYSA-N,None,None,None,None,None,-271.739890326706
267,PreSm_KVRASCBOZYQKPM-UHFFFAOYSA-N,None,None,None,None,None,-519.281869832273
268,PreTS_FOMAPOLFAPPPJX-UHFFFAOYSA-N,None,None,None,None,None,-883.227072991053
269,PreTS_IMRSSIGFUURDKL-UHFFFAOYSA-N,None,None,None,None,None,-690.853990362375
270,PreTS_KZYHAQJMFCQZQD-UHFFFAOYSA-N,None,None,None,None,None,-442.234908904562
271,XTXRWKRVRITETP-UHFFFAOYSA-N,None,None,None,None,None,-305.925981181773
272,XYLMUPLGERFSHI-UHFFFAOYSA-N,None,None,None,None,None,-348.206809311155
273,PreSm_YCAXFIWJUISGJK-UHFFFAOYSA-N,None,None,None,None,None,-808.54411749017
274,PreSm_PIOIUPLQDWGQQE-UHFFFAOYSA-N,None,None,None,None,None,-516.22295772516
275,PreTS_ZRBGYWKZMWPOEK-UHFFFAOYSA-N,None,None,None,None,None,-573.217492278172
276,XSRADQOBRZHEOB-UHFFFAOYSA-N,None,None,None,None,None,-500.914725403458
277,PreSm_PTMCQDCAFJSVCR-UHFFFAOYSA-N,None,None,None,None,None,-690.859293976212
278,PreTS_CNKLWERGKGROOW-UHFFFAOYSA-N,None,None,None,None,None,-288.673828848057
279,PreSm_HOFHXCWTIVVYNS-UHFFFAOYSA-N,None,None,None,None,None,-1189.2076693564
280,PreTS_OUXRBAJJWASHKN-UHFFFAOYSA-N,None,None,None,None,None,-965.412174715042
281,PreTS_GNDXERMFQQCFPJ-UHFFFAOYSA-N,None,None,None,None,None,-535.296844876617
282,PreSm_CNKLWERGKGROOW-UHFFFAOYSA-N,None,None,None,None,None,-288.682213890351
283,PreSm_RIEIHJCWUOZMMR-UHFFFAOYSA-N,None,None,None,None,None,-670.735918993316
284,PreSm_LGCSGGMIZREWMX-UHFFFAOYSA-N,None,None,None,None,None,-367.146515442789
285,PreTS_GTTQGOGPVUYLNO-UHFFFAOYSA-N,None,None,None,None,None,-2033.121716921765
286,PreSm_UWTAIHMJOKNECF-UHFFFAOYSA-N,None,None,None,None,None,-593.143595375621
287,PreTS_JFQWDJUUOXFUHD-UHFFFAOYSA-N,None,None,None,None,None,-288.678555336363
288,PreSm_AGXQQVZNGIKOQS-UHFFFAOYSA-N,None,None,None,None,None,-922.462966595945
289,PreTS_ILXCZDBDFKCBEC-UHFFFAOYSA-N,None,None,None,None,None,-365.91612604854
290,PreSm_YFMCPHZKTYPFSQ-UHFFFAOYSA-N,None,None,None,None,None,-693.929342667038
291,PreSm_VLBUXUITYHBCMC-UHFFFAOYSA-N,None,None,None,None,None,-763.64032970689
292,PreSm_XMCMLCLWNUDTFL-UHFFFAOYSA-N,None,None,None,None,None,-504.417995973383
293,PreSm_NQIKINYBGHOCND-UHFFFAOYSA-N,None,None,None,None,None,-558.504131187293
294,PreTS_OLHGYYIJFCQEIL-UHFFFAOYSA-N,None,None,None,None,None,-769.313906378698
295,PreSm_KWZSFJRUKQCUSQ-UHFFFAOYSA-N,None,None,None,None,None,-516.210497762593
296,PreTS_XGHNITYXBWNXEP-UHFFFAOYSA-N,None,None,None,None,None,-822.168805544154
297,PreTS_KSQBLBGLMABEDG-UHFFFAOYSA-N,None,None,None,None,None,-558.484622261067
298,PreTS_DSJRRPZOVZUSDB-UHFFFAOYSA-N,None,None,None,None,None,-516.207145333394
299,YWAKXRMUMFPDSH-UHFFFAOYSA-N,None,None,None,None,None,-195.428385916613
300,PreSm_XZUSKPJPSSITCC-UHFFFAOYSA-N,None,None,None,None,None,-989.668024853866
301,PreSm_KDGUWMSODREDMK-UHFFFAOYSA-N,None,None,None,None,None,-367.134125590182
302,PreSm_ANRRNARYQLVHFP-UHFFFAOYSA-N,None,None,None,None,None,-588.995362555794
303,PreTS_LEXOGXRYFLTPFQ-UHFFFAOYSA-N,None,None,None,None,None,-516.223995569424
304,PreSm_NKNNWJVUYQQVCM-UHFFFAOYSA-N,None,None,None,None,None,-501.357839521627
305,PreSm_HQVRYUALESRTQS-UHFFFAOYSA-N,None,None,None,None,None,-690.867980061961
306,PreTS_PAQURWWVNLOSER-UHFFFAOYSA-N,None,None,None,None,None,-564.970919984818
307,PreSm_GTTQGOGPVUYLNO-UHFFFAOYSA-N,None,None,None,None,None,-2033.083166418599
308,PreTS_JJEFBABIRUGHOA-UHFFFAOYSA-N,None,None,None,None,None,-1263.559567550131
309,PreSm_MNZNVIFZXDNKDK-UHFFFAOYSA-N,None,None,None,None,None,-996.834346828272
310,PreTS_LRUARIMATGYIRH-UHFFFAOYSA-N,None,None,None,None,None,-727.461664187516
311,PreSm_JYBZKGBKVSGWDD-UHFFFAOYSA-N,None,None,None,None,None,-555.446010193049
312,FUSUHKVFWTUUBE-UHFFFAOYSA-N,None,None,None,None,None,-230.787143838918
313,PreTS_SPISJILQRFQGIT-UHFFFAOYSA-N,None,None,None,None,None,-1345.402855768501
314,PreTS_LQBJCMCYAIBSNA-UHFFFAOYSA-N,None,None,None,None,None,-540.560666225685
315,PreSm_PHPSOQOEDASRAY-UHFFFAOYSA-N,None,None,None,None,None,-380.799066961447
316,PreTS_CCUCBNWWPMXVLP-UHFFFAOYSA-N,None,None,None,None,None,-541.759447971679
317,PreSm_IMRSSIGFUURDKL-UHFFFAOYSA-N,None,None,None,None,None,-690.863629134212
318,PreSm_RHDGEXIVBRXKBT-UHFFFAOYSA-N,None,None,None,None,None,-654.69691572571
319,JAWZAONCXMJLFT-UHFFFAOYSA-N,None,None,None,None,None,-364.802097231464
320,PreTS_ANVBQVNHVQKZIH-UHFFFAOYSA-N,None,None,None,None,None,-1206.927129955314
321,PreTS_WMYNDAIWZJCKOD-UHFFFAOYSA-N,None,None,None,None,None,-670.740003641542
322,PreSm_DVTODMXZPBILJV-UHFFFAOYSA-N,None,None,None,None,None,-516.241229419278
323,PreTS_VDMGCYGPMXPWLU-UHFFFAOYSA-N,None,None,None,None,None,-656.103897413099
324,PreSm_RAFBSPDJIKTCTH-UHFFFAOYSA-N,None,None,None,None,None,-960.666074096265
325,PreTS_YVYYKZHQKWZKCI-UHFFFAOYSA-N,None,None,None,None,None,-956.000626645753
326,PreTS_SRNHWCMQXIVLEN-UHFFFAOYSA-N,None,None,None,None,None,-883.248853830216
327,PreSm_LRUARIMATGYIRH-UHFFFAOYSA-N,None,None,None,None,None,-727.476022491752
328,PreTS_RIEIHJCWUOZMMR-UHFFFAOYSA-N,None,None,None,None,None,-670.71794663239
329,PreSm_GQJRLZSLZHNJPJ-UHFFFAOYSA-N,None,None,None,None,None,-654.719826094663
330,PreSm_AHPNQRDUZRCXIO-UHFFFAOYSA-N,None,None,None,None,None,-730.09507959694
331,PreTS_BAPYEJRXHRDUON-UHFFFAOYSA-N,None,None,None,None,None,-351.045141083873
332,UZKWTJUDCOPSNM-UHFFFAOYSA-N,None,None,None,None,None,-310.403531561826
333,PreTS_MHNURBLHPUVPPF-UHFFFAOYSA-N,None,None,None,None,None,-958.043073858131
334,KFDVPJUYSDEJTH-UHFFFAOYSA-N,None,None,None,None,None,-325.017584989158
335,PreSm_MHNURBLHPUVPPF-UHFFFAOYSA-N,None,None,None,None,None,-958.062111749782
336,PreSm_VIRUAVNQALUSNJ-UHFFFAOYSA-N,None,None,None,None,None,-651.640691857516
337,PreSm_KZAKORVMJFWPOU-UHFFFAOYSA-N,None,None,None,None,None,-558.506836244903
338,PreTS_UWTAIHMJOKNECF-UHFFFAOYSA-N,None,None,None,None,None,-593.135591559265
339,PreTS_KIMRVHMKRAJGFM-UHFFFAOYSA-N,None,None,None,None,None,-747.805058888149
340,PreTS_ONDIKHKSRVKCNQ-UHFFFAOYSA-N,None,None,None,None,None,-957.590544649982
341,PreSm_KZYHAQJMFCQZQD-UHFFFAOYSA-N,None,None,None,None,None,-442.245285050476
342,GYCMBHHDWRMZGG-UHFFFAOYSA-N,None,None,None,None,None,-209.729136227066
343,YKYONYBAUNKHLG-UHFFFAOYSA-N,None,None,None,None,None,-345.705964630168
344,PreTS_SUETYVLILIXRJL-UHFFFAOYSA-N,None,None,None,None,None,-424.086266178306
345,PreSm_PBZJLLZIMBIKOO-UHFFFAOYSA-N,None,None,None,None,None,-540.582537633509
346,PreSm_HUCFUZSHZJOAFJ-UHFFFAOYSA-N,None,None,None,None,None,-693.924182019878
347,PreTS_SKWSSZMCIIIBEJ-UHFFFAOYSA-N,None,None,None,None,None,-690.836926380136
348,VGGSQFUCUMXWEO-UHFFFAOYSA-N,None,None,None,None,None,-78.399674292573
349,PreTS_IJCPXIFGYRUPRE-UHFFFAOYSA-N,None,None,None,None,None,-660.568597192909
350,PreTS_IJOZXCHDWOLXNX-UHFFFAOYSA-N,None,None,None,None,None,-728.884809297518
351,PreSm_GNDXERMFQQCFPJ-UHFFFAOYSA-N,None,None,None,None,None,-535.315971130406
352,PreSm_BFRVGSWNBDDCGM-UHFFFAOYSA-N,None,None,None,None,None,-730.076888686017
353,PreSm_KPXULDNHZPFQCO-UHFFFAOYSA-N,None,None,None,None,None,-797.186322698818
354,PreSm_BCRZWWLHOSUTHQ-UHFFFAOYSA-N,None,None,None,None,None,-1342.350548280704
355,PreSm_PGAHWRPCFHBSGZ-UHFFFAOYSA-N,None,None,None,None,None,-670.754449046106
356,PreSm_FFAJSNBYSWUBPS-UHFFFAOYSA-N,None,None,None,None,None,-424.108615165899
357,PreSm_UVTIJDABSXGFMK-UHFFFAOYSA-N,None,None,None,None,None,-1381.588429051497
358,PreTS_QJRAGCNZXNHVGJ-UHFFFAOYSA-N,None,None,None,None,None,-763.621009751486
359,PreTS_YFMCPHZKTYPFSQ-UHFFFAOYSA-N,None,None,None,None,None,-693.910220521319
360,PreSm_ZJTRSSFWRQZLIT-UHFFFAOYSA-N,None,None,None,None,None,-886.297489137685
361,PreTS_AXKCYRGZCUHOTB-UHFFFAOYSA-N,None,None,None,None,None,-670.719959684471
362,PreSm_CCUCBNWWPMXVLP-UHFFFAOYSA-N,None,None,None,None,None,-541.77856768806
363,PreSm_GSDYPUXIOHWJDE-UHFFFAOYSA-N,None,None,None,None,None,-689.829254169152
364,PreTS_UATUUTJCNKVMJH-UHFFFAOYSA-N,None,None,None,None,None,-503.685699464704
365,PreSm_QYCKOLHHORCVDM-UHFFFAOYSA-N,None,None,None,None,None,-615.496039940125
366,PreSm_UATUUTJCNKVMJH-UHFFFAOYSA-N,None,None,None,None,None,-503.705196705047
367,PreTS_KDGUWMSODREDMK-UHFFFAOYSA-N,None,None,None,None,None,-367.129204801525
368,PreTS_PHPSOQOEDASRAY-UHFFFAOYSA-N,None,None,None,None,None,-380.784583794376
369,PreSm_STCOCKRYHSNABS-UHFFFAOYSA-N,None,None,None,None,None,-724.414208929875
370,PreSm_FYZCCZUUFNOVHK-UHFFFAOYSA-N,None,None,None,None,None,-647.545169550777
371,PreSm_ONDIKHKSRVKCNQ-UHFFFAOYSA-N,None,None,None,None,None,-957.599209574018
372,PJANXHGTPQOBST-UHFFFAOYSA-N,None,None,None,None,None,-539.561808676591
373,PreSm_YCQMUASGJSRWQF-UHFFFAOYSA-N,None,None,None,None,None,-693.921635594539
374,PreTS_VOJCRTXPRRYGEJ-UHFFFAOYSA-N,None,None,None,None,None,-724.399401480782
375,PreSm_VBPXVTGUYOEHHU-UHFFFAOYSA-N,None,None,None,None,None,-956.015066033204
376,PreTS_BCRZWWLHOSUTHQ-UHFFFAOYSA-N,None,None,None,None,None,-1342.341636965808
377,OCWLYWIFNDCWRZ-UHFFFAOYSA-N,None,None,None,None,None,-384.936965502497
378,PreSm_USNXCDFKELLKCT-UHFFFAOYSA-N,None,None,None,None,None,-457.149580243518
379,PreTS_RHDGEXIVBRXKBT-UHFFFAOYSA-N,None,None,None,None,None,-654.680686906186
380,PreTS_RQJZFULZZJPZAD-UHFFFAOYSA-N,None,None,None,None,None,-651.6261996127
381,PreTS_VJFWHKGBGJVYPX-UHFFFAOYSA-N,None,None,None,None,None,-579.547818020896
382,PreTS_SJPGAFQQHQTLDG-UHFFFAOYSA-N,None,None,None,None,None,-533.486456223876
383,PreSm_AXKCYRGZCUHOTB-UHFFFAOYSA-N,None,None,None,None,None,-670.7351532848
384,PreTS_DOCYWJFLIOXXRE-UHFFFAOYSA-N,None,None,None,None,None,-555.433109447782
385,PreSm_SBNMFKKCXNCQHX-UHFFFAOYSA-N,None,None,None,None,None,-736.208136289
386,PreTS_XMCMLCLWNUDTFL-UHFFFAOYSA-N,None,None,None,None,None,-504.390781928825
387,NIXOWILDQLNWCW-UHFFFAOYSA-N,None,None,None,None,None,-266.71905005875
388,PreSm_PITUDLJUKSOXNX-UHFFFAOYSA-N,None,None,None,None,None,-656.104028773217
389,PreTS_RWOQNRCHLBNNAC-UHFFFAOYSA-N,None,None,None,None,None,-365.917694830325
390,PreSm_UMFOKXIQTZOEBU-UHFFFAOYSA-N,None,None,None,None,None,-1267.224967934581
391,PreSm_RBZBTLMECNQXOG-UHFFFAOYSA-N,None,None,None,None,None,-962.063813580526
392,PreSm_VJFWHKGBGJVYPX-UHFFFAOYSA-N,None,None,None,None,None,-579.566409706936
393,PreSm_UKAATJGJTFJBLP-UHFFFAOYSA-N,None,None,None,None,None,-588.995258384233
394,PreTS_GEMHISRDFYIWAE-UHFFFAOYSA-N,None,None,None,None,None,-519.263663130955
395,PreTS_WOUGNELDYFVXHQ-UHFFFAOYSA-N,None,None,None,None,None,-733.135183851224
396,PreSm_XGQPRIXMIRNMML-UHFFFAOYSA-N,None,None,None,None,None,-846.081869309982
397,PreSm_MRTAOOLXDIZHHG-UHFFFAOYSA-N,None,None,None,None,None,-657.759903940593
398,PreTS_YPIIBPZLLAVADD-UHFFFAOYSA-N,None,None,None,None,None,-728.88214331912
399,PreTS_DQTMTWJQRKLULM-UHFFFAOYSA-N,None,None,None,None,None,-670.720426244779
400,PreTS_RYGJTDZNQQMTAD-UHFFFAOYSA-N,None,None,None,None,None,-615.479892627664
401,PreSm_JALAUJQDMDYEDM-UHFFFAOYSA-N,None,None,None,None,None,-535.311196510912
402,PreTS_UPGNLSUGROQKQY-UHFFFAOYSA-N,None,None,None,None,None,-730.090855715945
403,PreSm_IJCPXIFGYRUPRE-UHFFFAOYSA-N,None,None,None,None,None,-660.593350909927
404,PreSm_OGNXZBKXWHVOOW-UHFFFAOYSA-N,None,None,None,None,None,-501.369490026181
405,PreTS_SUKBEOZVMSEULB-UHFFFAOYSA-N,None,None,None,None,None,-353.468327592272
406,PreSm_RSJUWEPQTLPWEN-UHFFFAOYSA-N,None,None,None,None,None,-516.218688244256
