No.,Name,Gcorr[au],Hcorr[au],Ucorr[au],ZPE[au],TS[au],SPE[au]
48,PreTS_LHEOEUPPOHLYAY-UHFFFAOYSA-N,0.24007846,0.3065002526599301,0.30555604,0.28690697,0.0664218,-731.53534789266
49,PreTS_DPECBOOHDZZHDC-UHFFFAOYSA-N,0.2470115,0.3089845492020231,0.30804034,0.29107944,0.06197305,-731.505283219202
50,PreTS_LHKUDMLSXGHBPF-UHFFFAOYSA-N,0.41766355,0.5093488313448233,0.50840462,0.47714849,0.09168528,-1446.596231301345
51,WUGOQZFPNUYUOO-UHFFFAOYSA-N,0.21681953,0.27839321682802165,0.27744901,0.25991899,0.06157369,-869.123825216828
52,PreTS_QXEKVOQJKDDGBJ-UHFFFAOYSA-N,0.29696318,0.36554253906103895,0.36459834,0.3443598,0.06857936,-923.272354459061
53,GMLSOASXINSMOQ-UHFFFAOYSA-N,0.17651712,0.2292448527310853,0.22830065,0.21553405,0.05272773,-577.480624602731
54,PreTS_MTJSEUZQPOBJMX-UHFFFAOYSA-N,0.311875,0.3817101022600582,0.38076589,0.36007253,0.0698351,-923.45205709226
55,PreSm_DPECBOOHDZZHDC-UHFFFAOYSA-N,0.24294058,0.30929147847598415,0.30834728,0.28963411,0.06635091,-731.522757578476
56,PreTS_SKYLJAZVUBQHJD-UHFFFAOYSA-N,0.42441603,0.5108570201948623,0.50991281,0.48049181,0.08644099,-1446.555031950195
57,XLDHYYAXFZTBKA-UHFFFAOYSA-N,0.14638401,0.19086226926697236,0.18991806,0.18061607,0.04447827,-537.547917519267
58,PreSm_QHRXRLDUNAJUGO-UHFFFAOYSA-N,0.23806023,0.29847056222899937,0.29752635,0.28129297,0.06041033,-618.150271752229
59,PreTS_HEJUUJVJWOTYFT-UHFFFAOYSA-N,0.30131144,0.3688785427949597,0.36793434,0.34855003,0.06756711,-810.143702752795
60,PreTS_RQYLLQZMJBWMHH-UHFFFAOYSA-N,0.29479738,0.36641457888299556,0.36547036000000005,0.34384086,0.07161719,-1015.598307148883
61,PreTS_NKBJYBLAUPKZGQ-UHFFFAOYSA-N,0.24196516,0.3078760240620113,0.30693181999999997,0.2885097,0.06591087,-731.536336584062
62,PreTS_BBRCXNPAPOZOFT-UHFFFAOYSA-N,0.34721551,0.42178061259983224,0.4208364,0.39785929,0.0745651,-1115.0145490326
63,PreSm_SGHWCOGVXGUADK-UHFFFAOYSA-N,0.2653171,0.33736125855398313,0.33641705,0.31479225,0.07204416,-770.869655438554
64,PreSm_JMVPVZIBGNTONC-UHFFFAOYSA-N,0.29320758,0.36647272665095443,0.36552852,0.34375451,0.07326515,-923.285646716651
65,BAPJBEWLBFYGME-UHFFFAOYSA-N,0.06587579,0.10351526634400443,0.10257105,0.0959917,0.03763947,-306.507878876344
66,FHTWQMHOTBIHEP-UHFFFAOYSA-N,0.14467311,0.19050775070991222,0.18956355,0.17985672,0.04583464,-537.55517702071
67,PreSm_RTVJKSWRNQXYIT-UHFFFAOYSA-N,0.29050964,0.3646408308449054,0.36369662,0.34103049,0.07413119,-923.319859520845
68,PVVRZMSBDOALOF-UHFFFAOYSA-N,0.25257774,0.3189488072299582,0.3180046,0.29842907,0.06637107,-909.02558257723
69,PreSm_ZMVNRNDCEVNYSQ-UHFFFAOYSA-N,0.31200228,0.39273549028303023,0.39179128,0.36640676,0.08073321,-1036.812694670283
70,PreTS_WTSZUXPMYTVMIH-UHFFFAOYSA-N,0.30612785,0.3792985670290818,0.37835435,0.3562067,0.07317071,-923.479994837029
71,PreSm_CGJCFEWEFVTWQL-UHFFFAOYSA-N,0.16818676,0.22450838586604505,0.22356416999999998,0.20926219,0.05632162,-426.165635585866
72,PreSm_LHKUDMLSXGHBPF-UHFFFAOYSA-N,0.41616536,0.5097539221710576,0.50880971,0.47654606,0.09358856,-1446.614498392171
73,HVGZQCSMLUDISR-UHFFFAOYSA-N,0.17564674,0.22944543003097806,0.22850123,0.21554729,0.05379869,-577.481314980031
74,PreSm_SEOIFVFWJIJIIG-UHFFFAOYSA-N,0.28549396,0.3489043919579444,0.34796018,0.33005711,0.06341042,-734.692696121958
75,PreSm_BBRCXNPAPOZOFT-UHFFFAOYSA-N,0.34534969,0.42197328923111854,0.42102907,0.39681557,0.07662359,-1115.041019489231
76,PreTS_LFLOAISTEXNVGF-UHFFFAOYSA-N,0.29721668,0.36784555765393634,0.36690135,0.3461396,0.07062888,-1015.572516227654
77,PreSm_LHEOEUPPOHLYAY-UHFFFAOYSA-N,0.23626128,0.30706112788595874,0.30611692,0.28541744,0.07079985,-731.543718067886
78,XTXRWKRVRITETP-UHFFFAOYSA-N,0.06377648,0.1024980441549701,0.10155384,0.09462102,0.03872157,-306.512107064155
79,PreSm_DIRWHWDXJBWJQW-UHFFFAOYSA-N,0.29149778,0.3650981816000467,0.36415398,0.3416204,0.0736004,-923.3239120716
80,PreSm_AHPNQRDUZRCXIO-UHFFFAOYSA-N,0.24053649,0.30873016005295995,0.30778595000000003,0.2876671,0.06819367,-731.571105710053
81,PreSm_MRTAOOLXDIZHHG-UHFFFAOYSA-N,0.26249181,0.32577420147708835,0.32482999,0.30739622,0.06328239,-659.243599151477
82,PreSm_GULPOKXVKHWXBS-UHFFFAOYSA-N,0.27700593,0.3463625305240612,0.34541833,0.32508928,0.0693566,-734.705405880524
83,PreTS_KZYVEZHTWLNKIY-UHFFFAOYSA-N,0.34597632,0.4220019326039619,0.42105772,0.39771841,0.07602561,-1115.025284742604
