No.,Name,Gcorr[au],Hcorr[au],Ucorr[au],ZPE[au],TS[au],SPE[au]
339,HXGDTGSAIMULJN-UHFFFAOYSA-N,0.12858319,0.16943475754203519,0.16849055,0.16091313,0.04085157,-462.109541437542
340,XEDLMKDQRREPLS-UHFFFAOYSA-N,0.14328312,0.1920257888379524,0.19108158,0.17996281,0.04874267,-403.918953408838
341,PreSm_VWARDJVPFDTYFV-UHFFFAOYSA-N,0.14215119,0.19391129459899048,0.19296708,0.18074349,0.0517601,-312.590230024599
342,PreTS_PXTADORNJAPMPK-UHFFFAOYSA-N,0.13982058,0.19200205296999684,0.19105783999999998,0.17857726,0.05218147,-884.61216571297
343,PreSm_RDZFUWPQCVBROZ-UHFFFAOYSA-N,0.12636023,0.18526387240194708,0.18431967,0.16909883,0.05890365,-1344.237060482402
344,PreSm_TWZGGQXUQAGLLI-UHFFFAOYSA-N,0.1091573,0.16281659461196796,0.16187239,0.14883278,0.0536593,-845.318916604612
345,PreTS_DTTZFHSLXHDQAQ-UHFFFAOYSA-N,0.13196844,0.18372559540500788,0.18278139,0.17040537,0.05175715,-495.240022795405
346,NZTVEKILXVKXLE-UHFFFAOYSA-N,0.13306885,0.1869906325800912,0.18604642,0.1728316,0.05392178,-1344.27660444258
347,PreTS_KXAAKFPPBROFFV-UHFFFAOYSA-N,0.15853752,0.20964409750195045,0.20869988,0.19686832,0.05110658,-481.088062757502
348,PreSm_LAZIKNMIMOHJCV-UHFFFAOYSA-N,0.07871093,0.13087362798398772,0.12992942,0.1177826,0.0521627,-550.782116927984
349,FMFJSFODNNYNCU-UHFFFAOYSA-N,0.21877559,0.27469776486600495,0.27375356,0.25978448,0.05592218,-652.039926334866
350,PreSm_BAKXVXVDLXOYLD-UHFFFAOYSA-N,0.23769639,0.30340039628902105,0.30245617999999996,0.28385435,0.06570401,-920.673401766289
351,PreTS_WAPMYDOSWJDYAF-UHFFFAOYSA-N,0.2031515,0.25948054508398855,0.25853634000000003,0.24419365,0.05632905,-503.625065845084
